a_id,a_text,a_q_id,MB,MB15,JM,SL,num_annotators,num_ratings,num_ratings-1,maxvotes,random,True Label
R_1jcSUcNEIk1rgn7_q4_b,"One can take the data and go to statcrunch. They then click on stats, proportionstats, and go to two-sample. Once the data is entered, it will give them the information needed.",q4_b,1,,,,1,1,0,1,0,1
R_1jcSUcNEIk1rgn7_q4_a,"no, because they are in two seperate areas, there could have been more or less fish in one of those areas.",q4_a,0,,,,1,1,0,1,0,0
R_1jcSUcNEIk1rgn7_q3_b,"Take the data and go into statcrunch, then go to stat, proportion stats, one sample proportion and type in your data. Once it gives you the data, if it is below .05 then you can reject the null hypothesis, if it is higher, you do not reject the computers and accept them.",q3_b,1,,,,1,1,0,1,0,1
R_1jcSUcNEIk1rgn7_q3_a,"yes, statistical inference should be used to determine whether to accept or reject the display screens because it will give factual statistics that will help sdetermine wheter they are good or not.",q3_a,0,,,,1,1,0,1,0,0
R_1jcSUcNEIk1rgn7_q2_b,One could do several trials on the student and then take the average of the observations using statcrunch.,q2_b,1,,,,1,1,0,1,0,1
R_1jcSUcNEIk1rgn7_q2_a,"no, this statistical inference should not be used because it is based off one person in the room. One should use a large group to observe, not just one person.",q2_a,0,,,,1,1,0,1,0,0
R_1j8iZjYmT4Lv6XV_q4_b,"You could use a 2 sample t-test to determine who the better fisherman is by comparing the average lengths of each fish caught. The null hypothesis would state that Mark and Dan have equal fish sizes caught and therefore equal fisherman skills, while the alternative hypothesis would state that Mark's fish size is larger than Dan's on average. First, the sample error would be determined with the equation sqr. rt(S(mark)2/n1+S(dan)2/n2). Then the t would be determined with the equation (xbar(mark)-xbar(dan)/SE. The p-value could then be found with a calculator following the steps, stat-test-2 samp t test and entering the data. We have to use that method and not tcdf because the degrees of freedom are unknown and difficult to calculate. Then, with an alpha level .05, a high p-value means we fail to reject the null hypothesis, so it is possible that they have equal skills or that Dan is the better fisherman. Or if the p-value is small, it means we reject the null hypothesis, so Mark is the better fisherman.",q4_b,,,2,,1,1,0,1,0,2
R_1j8iZjYmT4Lv6XV_q4_a,"Yes, statistical inference should be used because this is a good random sample with few confounding variables.",q4_a,,,1,,1,1,0,1,0,1
R_1j8iZjYmT4Lv6XV_q3_b,"You could use a one prop z test to determine if the company should accept or reject the order of display screens. The null hypothesis would be that the proportion of screens equals .05, while the alternative hypothesis would be that the proportion of screens is less than .05. Then after identifying p0, p-hat, x, and n, you could determine the standard error (p0q0/n), then the test statistic, z, with the equation phat-p0/SE. The p-value could then be determined with the calculator using normalcdf(lower, upper). With an alpha level 0.05, a large p-value would fail to reject the null hypothesis, so the batch should be rejected, while a small p-value would reject the null hypothesis, so the batch should be accepted.",q3_b,,,1,,1,1,0,1,0,1
R_1j8iZjYmT4Lv6XV_q3_a,"Yes, I believe statistical inference should be used for this data because it is a perfect random sample.",q3_a,,,0,,1,1,0,1,0,0
R_1j8iZjYmT4Lv6XV_q2_b,"First I would get the proportions of correct answers for each note. Then I would preform a one sample mean test, with the null being she got at least 80% (H0=.8) correct and the alternative hypothesis being she got less than 80% correct (H1<.8). With the resulting data, I would identify n, xbar, and S, then get the test statistic, t, through the equation (xbar-H0mean)/SE. Then I would acquire the p-value with the use of the calculator function, tcdf(lower, upper, df). With an alpha level of 0.05, a low p-value means it is significant, so the null is rejected and the student got less than 80% correct. If the p-value is high, then it is not significant and we fail to reject the null hypothesis, so the student either got 80% or above.",q2_b,,,0,,1,1,0,1,0,0
R_1j8iZjYmT4Lv6XV_q2_a,"No, I don't think statistical inference should be used because this isn't exactly a random sample. There are too many confounding and lurking variables that could construe the data and Carla's success rate.",q2_a,,,0,,1,1,0,1,0,0
R_1IzzvPLsQHD4iC8_q4_b,"Using data such as the length of the fish, the average length of Walleye can be determined and then the better fisherman can accurately be determined.",q4_b,,,1,,1,1,0,1,0,1
R_1IzzvPLsQHD4iC8_q4_a,"Yes, statistical inference should be used in this scenario because it will take into account many factors to determine if Dan or Mark is the better fisherman.",q4_a,,,1,,1,1,0,1,0,1
R_1IzzvPLsQHD4iC8_q3_b,"Using the data gathered by the trained engineer, the number of damaged screens should be determined and then used to deduce if that number is less or more the 5% of the total number of screens in the order.",q3_b,,,2,,1,1,0,1,0,2
R_1IzzvPLsQHD4iC8_q3_a,"Yes, statistical inference should be used in the scenario because if more than 5% of the screens are damaged then the order should not be accepted, if less than 5%, the order can be accepted. Statistical inference can be used to determine whether or not to accept it.",q3_a,,,0,,1,1,0,1,0,0
R_1IzzvPLsQHD4iC8_q2_b,"If Carla had a good ear for music, she should be able to identify 85% or more of the notes, so using the method of note identification should be able to determine, simply, if she has a good ear or not.",q2_b,,,1,,1,1,0,1,0,1
R_1IzzvPLsQHD4iC8_q2_a,"No, statistical inference should not be used to determine whether Carla has a ""good ear for music"" because she either can identify the notes or not.",q2_a,,,0,,1,1,0,1,0,0
R_1IzL25mte5tSSBT_q4_b,You can determine by who chose the correct locations and spent the most time in the correct locations since they were both able to move freely throughout the areas.,q4_b,,,0,,1,1,0,1,0,0
R_1IzL25mte5tSSBT_q4_a,"Statistical inference should not be used in this situation because there is no proof that one is a better fisherman than the other, the only thing that factors in is luck.",q4_a,,,0,,1,1,0,1,0,0
R_1IzL25mte5tSSBT_q3_b,I think the electronics company should reject the bulk order if more than 5% is damaged because that could mean they are not getting their moneys worth of the bulk order so rejecting it would be a better option.,q3_b,,,2,,1,1,0,1,0,2
R_1IzL25mte5tSSBT_q3_a,You could use statistical inference in this situation based on the 5% rule that the companies use to reject the bulk orders of 150 screens,q3_a,,,0,,1,1,0,1,0,0
R_1IzL25mte5tSSBT_q2_b,You can determine whether a student has a good ear for music using the method of note identification because it actullay provides enough evidence to determine if the student has a good ear for music,q2_b,,,0,,1,1,0,1,0,0
R_1IzL25mte5tSSBT_q2_a,you should not use statistical interference in this situation because the name Carla only tells you that the student is a female and you cannot determine anything more than just that fact.,q2_a,,,0,,1,1,0,1,0,0
R_1IXVO09j5JhMWh8_q4_b,"This test would need to be done using a t-test and comparing if there is statistical significance between the two men's average fish length. Each fish length needs to be recorded and averages, then the wwo averages need to be run again each other to test of significance  if the p value is greater than 5% then the man with the greater fish average length is indeed, ""a better Walleye ""fisherman base don the question and the results. If there is no statistical significance between the two averages then neither of the fisherman are better than the other, the only things would be to identify the trend established by the fisherman with the greater average fish length",q4_b,2,,,,1,1,0,1,0,2
R_1IXVO09j5JhMWh8_q4_a,"There should always be statistical inferences made when testing a population, but it would be difficult to it in this circumstance since we are not sampling a larger population, we are comparing two people",q4_a,0,,,,1,1,0,1,0,0
R_1IXVO09j5JhMWh8_q3_b,"Really, not a lot of testing needs to be gathered for this order. Each display screen will need to be tested to see if they are functioning.  The results will need to be coordinated and then the percentage of nonworking screen will need to be obtained by diving the total number or non working screen by the total number of display screens in the bulk order (150).",q3_b,1,,,,1,1,0,1,0,1
R_1IXVO09j5JhMWh8_q3_a,"There should always be statistical inferences made when testing a population.  In this case, they are testing the functional capabilities of the display screen",q3_a,0,,,,1,1,0,1,0,0
R_1IXVO09j5JhMWh8_q2_b,"The experiment should be conducted and the note the teacher played and then whether or not Carla could identify the note must be recorded. From there, these results need to be divided into the average number of notes she was able to identify and then the average number of times she was able to identify each type of note.  from there, these results will need to be compared against each other to see if she as able to identify any notes stronger than others. An ANOVA will run a test against the entire group as opposed to a T-test which would only care two variables",q2_b,1,,,,1,1,0,1,0,1
R_1IXVO09j5JhMWh8_q2_a,"Statistical inference could certainly be used to determine is Carla had a ""good ear for music"".  By recording the whether or not she gets the notes correct and then comparing each notes to each other can determine if she just has an ear for certain notes or can actually differentiate between the sound of the notes.",q2_a,2,,,,1,1,0,1,0,2
R_1IWx9kyyS2dS45k_q4_b,"First, we need to write down our hypotheses:  /  / H0: muM = muD / HA: muM =/= muD /  / Using computer programs we can then create comparative boxplots and dotplots to in advance evaluate the potential differences between Mark and Dan. Such program can also calculate a p-value that will tell us whether or not to reject the null hypothesis. If we reject it we know that there is a difference between Mark's and Dan's fisherman qualities.  /  / We can than calculate a confidence interval for the true value of the parameters describing the length of fish from Mark and Dan based on their individual x-bar, their statistic: the mean in fish length. We can either use a program to calculate such confidence interval or follow the easy calculation of:  /  / CI = x-bar + 2*(SD of x-bar) /  / Depending on the larger values, we can state something about the better fisherman.",q4_b,2,,,,1,1,0,1,0,2
R_1IWx9kyyS2dS45k_q4_a,"Yes, statistical inference may be used to determine whether Mark or Dan is a batter Walleye fisherman. It can help us to really find out who the better fisherman was on the long run, which would not be possible by just looking at the fish.",q4_a,1,,,,1,1,0,1,0,1
R_1IWx9kyyS2dS45k_q3_b,The engineer needs to test all of the screens. He has to write down whether the screen works or not. Then someone needs to gather this data and calculate the percentage of screens that do not work. If it is above 5% the company can reject the order.,q3_b,2,,,,1,1,0,1,0,2
R_1IWx9kyyS2dS45k_q3_a,"No, there is no need for statistical inference in this scenario. The engineer has to test each of the 150 displays anyhow, so there is no need to use statistics. If he would only test 20 screens, we could use statistics, because we could project from a sample to the entire population of 150 screens. In this scenario, however, 100% of the population is already tested and we do not need to infer from a smaller sample to a larger population to reject or accept the order.",q3_a,2,,,,1,1,0,1,0,2
R_1IWx9kyyS2dS45k_q2_b,"To be able to decide whether the student has a good ear for music one would have to run this test at least 100 times ( n = 100 ).  /  / Our research question would be: Does Carla have a good ear for music or is she just guessing? /  / Our hypothesis would be: /  / H0: Carla is just guessing: mu = 0.5 / HA: Carla is not just guessing: mu > 0.5 /  / We could then measure the amount of notes she identified correctly for each time and create a graph of this distribution and calculate the average ( our statistic in this case).  /  / Plugging our data into a program such as SPSS or excel, will deliver a p-value. Based on this we can then judge whether or not to reject our null hypothesis. If we do reject out null hypothesis we could say that Carla is not just guessing and might have a good ear for music.",q2_b,2,,,,1,1,0,1,0,2
R_1IWx9kyyS2dS45k_q2_a,"Statistical inference could be used to determine whether Carla has a good ear for music, however, it seems to be a rather ambitious task. To truly find statistical significant results one would have to run this method of note identification many hundred times, which would be rather time consuming and exhausting for Carla. Nevertheless, it can be applied and would potentially deliver statistical significant results.",q2_a,2,,,,1,1,0,1,0,2
R_1Itqn82QHtYgw73_q4_b,"By making sure each brother was in an area with similar currents, using the same equipment, the brothers could measure their catches at the end of the day and see who caught more and bigger fish.",q4_b,0,,,,1,1,0,1,0,0
R_1Itqn82QHtYgw73_q4_a,"No, there is no inference necessary here. The brothers are judging based solely on their catches",q4_a,0,,,,1,1,0,1,0,0
R_1Itqn82QHtYgw73_q3_b,"I would sift through the order of screens and if more than 8 screens are broken, then i would reject the order.",q3_b,2,,,,1,1,0,1,0,2
R_1Itqn82QHtYgw73_q3_a,"Yes, it would be fairly easy to determine if 5% of the 150 screens are bad or not.",q3_a,1,,,,1,1,0,1,0,1
R_1Itqn82QHtYgw73_q2_b,"Instead of random sampling, it may be better to test every student on the same note pattern and then compare results.",q2_b,0,,,,1,1,0,1,0,0
R_1Itqn82QHtYgw73_q2_a,"No, Carla may not fit the statistic that SOME people can identify notes via this method",q2_a,0,,,,1,1,0,1,0,0
R_1itho8bl1LgivSN_q4_b,The graphed data from each fisherman will tell which man is better at fishing.  the mean can even be used to compare.,q4_b,,,1,,1,1,0,1,0,1
R_1itho8bl1LgivSN_q4_a,"Yes it can be used.  You can graph both of the people, meaning two subjects Mark and Dan, and graph the length of their catches.",q4_a,,,1,,1,1,0,1,0,1
R_1itho8bl1LgivSN_q3_b,"You can take the data of the 150 screens and either say yes they are good or no they are bad / then you can graph the data and see whether 5% or more are bad, and then you can see whether or not to send the batch back",q3_b,,,2,,1,1,0,1,0,2
R_1itho8bl1LgivSN_q3_a,Yes you can use statistical inference for this as well.  You can use it by observing the 150 screens and saying wether they are good or bad.,q3_a,,,1,,1,1,0,1,0,1
R_1itho8bl1LgivSN_q2_b,A good ear for music can be defined in different ways.  There would have to be one set percentage of how many notes she identifies correctly thats says whether she has a good ear for music or not.  You can just say anything over 50%.,q2_b,,,1,,1,1,0,1,0,1
R_1itho8bl1LgivSN_q2_a,"Yes you can use statistical inference.  You can use this because you can use Carla as the subject, and observe all of the different notes and whether or not she can identify them, and based on that, one can determine if she has a good ear for music.",q2_a,,,2,,1,1,0,1,0,2
R_1IrNvu0KPoaJeMs_q4_b,"I would study where they caught the fish and what instruments did they use, what time and other things. If the one fishing in the most ideal conditions fishes the larger fish he is the better fisher but it could be that one is fishing in bad conditions and catches larger fish in because of luck.",q4_b,0,,,,1,1,0,1,0,0
R_1IrNvu0KPoaJeMs_q4_a,Yes we should use it. They are calculating the mean of the length of the fish they caught so that is a good statistical inference to figure out who is the best.,q4_a,2,,,,1,1,0,1,0,2
R_1IrNvu0KPoaJeMs_q3_b,If in the sample there are a lot of bad screens I would return them all.,q3_b,0,,,,1,1,0,1,0,0
R_1IrNvu0KPoaJeMs_q3_a,The engineer should take a little sample of the screens to know if they are good or bad.,q3_a,0,,,,1,1,0,1,0,0
R_1IrNvu0KPoaJeMs_q2_b,She will do a test a lot of times and if she does it right in a high frequency she has a good ear. If you do not do it a lot of times she might be lucky and get it right randomly but is harder to get it right a lot of times if she does not have a good ear.,q2_b,1,,,,1,1,0,1,0,1
R_1IrNvu0KPoaJeMs_q2_a,Yes. If she has a good ear she will pass the statistical test.,q2_a,1,,,,1,1,0,1,0,1
R_1IQlv5rfWXfMaFc_q4_b,First I would make sure that Mark and Dan both fish at the same times and the same amount of time so their in no variability in how long they had to fish and that one person fished when it was sunny and the other when the weather was poor. /  / Next I would have Mark and Dan each catch 30 fish and use their sizes that they recorded to see which ended up catching the largest fish.  The mean could be taken to see on average who had the largest fish sizes.,q4_b,,,1,,1,1,0,1,0,1
R_1IQlv5rfWXfMaFc_q4_a,"No, this is not a good way to determine who is a better fisherman because it is too unpredictable to know who will catch larger and smaller fish or if any fish will be caught.",q4_a,,,0,,1,1,0,1,0,0
R_1IQlv5rfWXfMaFc_q3_b,The only way I can think of what to do would be for the engineer to check every order and once we found that more than 5% of the 150 display screens don't work he could reject the entire order.  I don't see how performing statistics would help solve this problem.,q3_b,,,2,,1,1,0,1,0,2
R_1IQlv5rfWXfMaFc_q3_a,"No, because each order of 150 display screens will have a different number of screens that don't work so the engineer will have to check every order because it may differ from what the statistics say.",q3_a,,,1,,1,1,0,1,0,1
R_1IQlv5rfWXfMaFc_q2_b,"I would take a large sample of students that are in the school and play each note for the students to see how many they got wrong and right.  The data should end up making a normal distribution and then you would be able to find a z-score and see what proportion of students have a better ear for music than Carla and who don't.  Also finding the standard deviation will help to see if she is one, two, or three standard deviations above the mean.",q2_b,,,1,,1,1,0,1,0,1
R_1IQlv5rfWXfMaFc_q2_a,Yes I think it would be appropriate because all standard notes are being tested.,q2_a,,,1,,1,1,0,1,0,1
R_1ImBWzxItyp6dJ2_q4_b,"I would collect the data of how many fish each man caught, and then the size and weight of the fish and whoevers data is highest would be declared the winner",q4_b,0,,,,1,1,0,1,0,0
R_1ImBWzxItyp6dJ2_q4_a,Yes because the data of the fish caught will tell who is a better fisherman,q4_a,1,,,,1,1,0,1,0,1
R_1ImBWzxItyp6dJ2_q3_b,I dont think they should order it from there if 5% of the screens are bad beacuse there are other alternatives of sources to get screens,q3_b,0,,,,1,1,0,1,0,0
R_1ImBWzxItyp6dJ2_q3_a,"Yes the data could give a good inference as to whethere company should order or not. If 5% are bad, they might want to reconsider ordering",q3_a,0,,,,1,1,0,1,0,0
R_1ImBWzxItyp6dJ2_q2_b,Compare it to others,q2_b,0,,,,1,1,0,1,0,0
R_1ImBWzxItyp6dJ2_q2_a,"No, numbers cant always determine accuracy of physical things",q2_a,0,,,,1,1,0,1,0,0
R_1il1fyQTxEhETHq_q4_b,I would check the statistics,q4_b,,,0,,1,1,0,1,0,0
R_1il1fyQTxEhETHq_q4_a,"Yes, this will help decipher how well the fisherman could properly set-up to catch the best fish.",q4_a,,,1,,1,1,0,1,0,1
R_1il1fyQTxEhETHq_q3_b,I do not understand what I am supposed to be doing.,q3_b,,,0,,1,1,0,1,0,0
R_1il1fyQTxEhETHq_q3_a,I do not understand what I am supposed to be doing.,q3_a,,,0,,1,1,0,1,0,0
R_1il1fyQTxEhETHq_q2_b,"If a person is to consistently answer with the right note, that particular person obviously has a good ear for music. If she knows her notes, she knows her music.",q2_b,,,1,,1,1,0,1,0,1
R_1il1fyQTxEhETHq_q2_a,"Yes, it helps in this scenario because it helps find out how consistent Carla is with answering with the right note.",q2_a,,,1,,1,1,0,1,0,1
R_1IH6mNlYAlRkcAh_q4_b,Cant be determined,q4_b,,,0,,1,1,0,1,0,0
R_1IH6mNlYAlRkcAh_q4_a,Too many outside variables.,q4_a,,,0,,1,1,0,1,0,0
R_1IH6mNlYAlRkcAh_q3_b,if more than 5% are broken all the screens should be returned.,q3_b,,,0,,1,1,0,1,0,0
R_1IH6mNlYAlRkcAh_q3_a,yes it should be used.,q3_a,,,0,,1,1,0,1,0,0
R_1IH6mNlYAlRkcAh_q2_b,Play 50 random notes and see how many she can identify correctly,q2_b,,,1,,1,1,0,1,0,1
R_1IH6mNlYAlRkcAh_q2_a,yes because the data can be counted,q2_a,,,1,,1,1,0,1,0,1
R_1ignQd1LakuLOIc_q4_b,"Separate the fish into groups depending on their lengths, (perhaps, 1-20 in, 20- 40 in, 40- 60 in, 60- 80 in, etc.), then compare the amount of fish in each group for each fisher. If a majority of their percent of fish is in the upper length categories, they're probably a better fisher than someone with 50% of their fish in the lower categories.",q4_b,,,0,,1,1,0,1,0,0
R_1ignQd1LakuLOIc_q4_a,"If it takes more than luck, I think statistical inference would be appropriate in decided the better fisherman.",q4_a,,,1,,1,1,0,1,0,1
R_1ignQd1LakuLOIc_q3_b,"One-way anova would be an appropriate way to analyze the data. Then, compare the results of all the orders. If the percent of the products is way over 5%, the order should be rejected. If the percent is barely over 5%, it should be rejected if they already have a lot of accepted orders, but they may be more accepting about it if they have already rejected a majority of the orders.",q3_b,,,0,,1,1,0,1,0,0
R_1ignQd1LakuLOIc_q3_a,"Yes, statistical interference seems appropriate to use here because in order to decide if an order is good or bad, we have to analyze the data of each one.",q3_a,,,0,,1,1,0,1,0,0
R_1ignQd1LakuLOIc_q2_b,"As I said in part A, my way would just be comparing the number of notes students got corrected compared to the number of notes they got incorrect. If they got a majority right and few wrong, they probably have a good ear. If its about half right and half wrong I would say they have an average ear. Etc.",q2_b,,,1,,1,1,0,1,0,1
R_1ignQd1LakuLOIc_q2_a,"I do not think that statistical inference should be used to determine Carla's ""good ear for music"". Her good ear could just be determined by the amount of notes she knows opposed to how many she does not, I do not think statistics are necessary.",q2_a,,,0,,1,1,0,1,0,0
R_1ifcEgosmDHkwbm_q4_b,The only way to figure out which brother is the better Walley fisherman is to give them the same tools to fish and allow them to fish in the same waters with the same concentrated amount of fish. To see who is truly better they need to both share the same variables without having any advantages besides skill.,q4_b,0,,,,1,1,0,1,0,0
R_1ifcEgosmDHkwbm_q4_a,"No, it should not be used because they are not given the same exact variables. It could be that one area that Mark fishes in has more Walley fish then the area that Dan fishes in giving him the competative advantage.",q4_a,0,,,,1,1,0,1,0,0
R_1ifcEgosmDHkwbm_q3_b,"I would decide to keep or reject the order based off of the engineers results. If it seems that over 5 are bad screens I would reject the order. By doing so,I would hope that the next order is perfect since they now know I am willing to send back the order if I am not satisfied.",q3_b,1,,,,1,1,0,1,0,1
R_1ifcEgosmDHkwbm_q3_a,"No, I feel it is not neccesary for the statistical inference because the engineer will evaluate each on individually not make an assumption based off of certain statistics.",q3_a,2,,,,1,1,0,1,0,2
R_1ifcEgosmDHkwbm_q2_b,"In order to tell if a student has a good ear for music, I would play different notes and see if they are able to identify the notes. I would do this to a focus group of around 30 students and compare the results. Based off the mean I would conclude that the students who are above average have a good ear for music.",q2_b,1,,,,1,1,0,1,0,1
R_1ifcEgosmDHkwbm_q2_a,You can use statisitical inference if you are able to compare Carla to other girls like herself in a specific demorgraphic. /,q2_a,1,,,,1,1,0,1,0,1
R_1IERsDuiMB4uNCL_q4_b,"You would probably look at the amount of fish each brother caught. As well, you might also compare the size of the fish caught.",q4_b,0,,,,1,1,0,1,0,0
R_1IERsDuiMB4uNCL_q4_a,Statistical inference should not be used in this case because the two brothers were in different locations. This keeps to many of the variables from being the same.,q4_a,0,,,,1,1,0,1,0,0
R_1IERsDuiMB4uNCL_q3_b,"After looking at the data it should be obvious whether or not there are more or less than 5% of broken screens. Once you know that information, you either accept or reject the order.",q3_b,2,,,,1,1,0,1,0,2
R_1IERsDuiMB4uNCL_q3_a,You should use statistical inference because the data can determine whether or not there will be more than 5% of broken displays and that way you can either accept or reject the order.,q3_a,1,,,,1,1,0,1,0,1
R_1IERsDuiMB4uNCL_q2_b,"I would like to assume that there is some sort of musical standard for determining whether or not you have a good ear or not. If thats getting 75% of the notes correct or 100% correct, there is probably a percent of notes you have to get right in order to obtain the status of ""a good ear for music"". So after I found that standard I would just find Carla's percentage of recognized notes and see if it matches up.",q2_b,1,,,,1,1,0,1,0,1
R_1IERsDuiMB4uNCL_q2_a,"If it is something that can be measured then I think statistical inference can be used to determine her ear for music. Since in this case it can be measured, then yes it can be used to determine if she has a good ear for music or not.",q2_a,1,,,,1,1,0,1,0,1
R_1IBf2WadOOO7UoZ_q4_b,"To determine who was the better fisherman, I would compare average fish lengths. Whoever had the highest average fish length would be the better fisherman.",q4_b,1,,,,1,1,0,1,0,1
R_1IBf2WadOOO7UoZ_q4_a,Statistical inference should not be used because the size of a fish caught is not affected by how good of a fisherman one is.,q4_a,0,,,,1,1,0,1,0,0
R_1IBf2WadOOO7UoZ_q3_b,"The sample size is less that 60, so a z procedure must be done. After calculations are done, you must look a the mean number of broken screens. If the mean falls outside of the 5% confidence region, then the box of screens should be rejected. If the mean lies withing the confidence region than it is reasonable to assume that the box of screens are all working properly.",q3_b,0,,,,1,1,0,1,0,0
R_1IBf2WadOOO7UoZ_q3_a,"Yes, statistical inference can be used because we can use a sample size  to represent the entire population of screens ordered.",q3_a,0,,,,1,1,0,1,0,0
R_1IBf2WadOOO7UoZ_q2_b,"1. A z procedure must be done because the sample size is only one / 2. Determine a confidence region / 3. If Carla's mean score falls within that region than it will be likely that she has a good ear for music. However, if her score falls outside of that confidence region, then it is unlikely that she has a good ear for music",q2_b,1,,,,1,1,0,1,0,1
R_1IBf2WadOOO7UoZ_q2_a,"Yes, statistical inference can be used because we want to determine if Carla fits in with the population of those with a ""good ear for music.""",q2_a,1,,,,1,1,0,1,0,1
R_1I61TTjhzU0wz3E_q4_b,"Calculate the mean and standard deviation of the length of fish for each brother. The mean indicates which brother caught bigger fish on average and the standard deviation indicates whether or not luck was involved in the lengths of fish caught. /  / Mean=(sum of all lengths/# of fish caught) /  / Standard Deviation: / 1. Calculate the mean of the data  / 2. Calculate difference between each data value and the mean / 3. Square each difference / 4. All up all of the values / 5. Divide by n-1, n=# of data points / 6. Square root the final answer",q4_b,1,,,,1,1,0,1,0,1
R_1I61TTjhzU0wz3E_q4_a,"Yes, you can use summary statistics to determine which brother is a better fisherman.",q4_a,2,,,,1,1,0,1,0,2
R_1I61TTjhzU0wz3E_q3_b,We could potentially use hypothesis test where: /  / Ho : µ = 150 / Ha : µ < 150 /  / And then solving to see whether or not the shipments are good.,q3_b,0,,,,1,1,0,1,0,0
R_1I61TTjhzU0wz3E_q3_a,"No, we are not given enough information to solve this problem using statistical inference.",q3_a,1,,,,1,1,0,1,0,1
R_1I61TTjhzU0wz3E_q2_b,"Conduct an investigation with 50 trials in which Carla interprets music and identifies the corresponding notes, marking each trial as correct or incorrect. To determine whether or not Carla has a ""good ear for music,"" tally the number of correct and incorrect trials and if over 25 are ""correct,"" assume that Carla has a ""good ear for music""",q2_b,1,,,,1,1,0,1,0,1
R_1I61TTjhzU0wz3E_q2_a,"No, statistical inference should not be used in determining if Carla has a ""good ear for music"" because it cannot be quantified.",q2_a,0,,,,1,1,0,1,0,0
R_1hzFM4s0WlKWzGz_q4_b,for this they would simply measure all the fish they caught and then add up all of those length and divide it by how many fish they caught to find out their avg length per catch.,q4_b,,,1,,1,1,0,1,0,1
R_1hzFM4s0WlKWzGz_q4_a,"yes it should because in this case the theory, methods, and practice of forming judgments about the parameters of random sampling although in this senerio the data isnt random it is accurate.",q4_a,,,1,,1,1,0,1,0,1
R_1hzFM4s0WlKWzGz_q3_b,?,q3_b,,,0,,1,1,0,1,0,0
R_1hzFM4s0WlKWzGz_q3_a,"no because statistical inference is the theory, methods, and practice of forming judgments about the parameters of a population, usually on the basis of random sampling",q3_a,,,2,,1,1,0,1,0,2
R_1hzFM4s0WlKWzGz_q2_b,?,q2_b,,,0,,1,1,0,1,0,0
R_1hzFM4s0WlKWzGz_q2_a,?,q2_a,,,0,,1,1,0,1,0,0
R_1hQexg6SYDhEPXQ_q4_b,"collect all the lengths of the fishes each caught into two categories, those mark caught and those Dan caught. Then do simple summary statistics for each separately. Then compare means, the one  with the higher mean caught larger fish on average.",q4_b,,,1,,1,1,0,1,0,1
R_1hQexg6SYDhEPXQ_q4_a,"Yes, this scenario could use statistical inference, though it would be unnecessary. though a simple mean would suffice. Perhaps summary statistics would help",q4_a,,,0,,1,1,0,1,0,0
R_1hQexg6SYDhEPXQ_q3_b,"counting. Count 8 bad screen send it back, count 7 or less keep the shipment.",q3_b,,,2,,1,1,0,1,0,2
R_1hQexg6SYDhEPXQ_q3_a,"This is a super simple mathematical task, why statistical inference would be needed in this boggles me. If 8 or more display screens are bad, send them back, 7 or less, then they have to accept the shipment.",q3_a,,,2,,1,1,0,1,0,2
R_1hQexg6SYDhEPXQ_q2_b,"If this had to be used, then one way anova could be used to determine if a particular group of students at a school exhibit a higher correct note identification. this could be coupled along side a rate of piano mastery of some other similar way of measuring piano skill to see if this *good ear* for music is from practice or just good ears.",q2_b,,,0,,1,1,0,1,0,0
R_1hQexg6SYDhEPXQ_q2_a,"No. The test in question would not provide data useful in statistical inference as to many variables would be at play. The quality of the piano, how tuned each note is, how hard the teacher plays the note, how close she is to the piano, the acoustics of the room, if hair is obstructing her ears. Should student ""Carla"" get most of the notes correct it still doesn't say whether she really has a good ear for music, perhaps she guessed lucky many times, perhaps Carla has a good ear for piano notes but would be useless in any other note identification for other instruments.",q2_a,,,1,,1,1,0,1,0,1
R_1hQ28MGhI4Vm4C2_q4_b,"Using the data from this fishing trip you could say if Dan or Mark catches a higher number of fish considered a ""large"" size, then he is a better fisherman.",q4_b,0,,,,1,1,0,1,0,0
R_1hQ28MGhI4Vm4C2_q4_a,"You could use statistical inference to determine which is a better fisherman, technically. However, I believe the sample size is extremely small and so I am not sure how reliable the results would actually be.",q4_a,1,,,,1,1,0,1,0,1
R_1hQ28MGhI4Vm4C2_q3_b,I believe the engineer should test all of the computers and ensure they are in working condition and then only if less than 5% of the products are faulty should they accept the entire bulk order.,q3_b,2,,,,1,1,0,1,0,2
R_1hQ28MGhI4Vm4C2_q3_a,"I think statistical inference would be useful for determining whether or not the bulk amount should be accepted. Because this is being performed by a trained engineer, there is less likelihood of a person not recognizing problems with the products. While I personally believe you should receive all of the products you pay for in working condition, this seems like a statistically sound method of determining whether or not to accept or reject the bulk.",q3_a,0,,,,1,1,0,1,0,0
R_1hQ28MGhI4Vm4C2_q2_b,"You could give Carla a 5% room for error and test her with 20 notes. If she misses less than one then she would have a statistically significant result showing she truly does have an ability to hear the note. This could be repeated, perhaps the next day, to see if the results were repeatable.",q2_b,1,,,,1,1,0,1,0,1
R_1hQ28MGhI4Vm4C2_q2_a,"While I do think a person who has a good ear for music could potentially have this ability, I believe this is not the only standard for determining if a person has a good ear for music, and that a person can have a good ear and not perfect this skill. I do not believe that statistical inference should be used to determine whether or not Carla has a good ear. I do believe however that statistical inference could be used to test Carla's ability and determine whether or not she genuinely knows the notes when she hears them and is not just guessing and getting lucky.You",q2_a,2,,,,1,1,0,1,0,2
