a_id,a_text,a_q_id,MB,MB15,JM,SL,num_annotators,num_ratings,num_ratings-1,maxvotes,random,True Label
R_xf8AKzDEt5Uojn3_q4_a,This way it wouldn't be someones opinion it'll be an actual fact and you can't argue it. I think that the test would be a good idea in this case.,q4_a,0,,,,1,1,0,1,0,0
R_xf8AKzDEt5Uojn3_q3_b,"I wouldn't make the purchase unless the price was cheap enough that if 5% of the product was broken that I would still turn a profit then it'd be worth while, if not then you're playing with fire you might be not getting as good of a deal as you think.",q3_b,0,,,,1,1,0,1,0,0
R_xf8AKzDEt5Uojn3_q3_a,No because the actual company that sends out the screens says in the contract that if 5% or less of the 150 screens are not working right they have to just deal with it. So it's not worth doing a test on it because if it's over 5% then you get your stuff fixed and if not then you have to deal with it.,q3_a,1,,,,1,1,0,1,0,1
R_xf8AKzDEt5Uojn3_q2_b,I'd say that the student doesn't have a good ear for note identification because of the results above.,q2_b,0,,,,1,1,0,1,0,0
R_xf8AKzDEt5Uojn3_q2_a,No I think that this could be tested by some type of music machine or a person that knows what their talking about. A statistical inference wouldn't be the best option in my opinion!,q2_a,0,,,,1,1,0,1,0,0
R_xEeybrGJ0FFZQuB_q4_b,I would have to have more information about the subjects.,q4_b,,,0,,1,1,0,1,0,0
R_xEeybrGJ0FFZQuB_q4_a,"No, because you do not need statistical inference to determine the answer.",q4_a,,,0,,1,1,0,1,0,0
R_xEeybrGJ0FFZQuB_q3_b,I would use statistical inference.,q3_b,,,0,,1,1,0,1,0,0
R_xEeybrGJ0FFZQuB_q3_a,"yes, because you are trying to find out if the company should accept or reject the bulk order which can easily be figured out by using statistical inference.",q3_a,,,0,,1,1,0,1,0,0
R_xEeybrGJ0FFZQuB_q2_b,You should get a group of people and test this method out on the group and then see what the results are.,q2_b,,,0,,1,1,0,1,0,0
R_xEeybrGJ0FFZQuB_q2_a,Statistical Inference should not be used because it is not always consistent and there is not enough information.,q2_a,,,0,,1,1,0,1,0,0
R_xDH834mR9bep3vX_q4_b,"First one would have to control the exact location and bait Mark and Dan are using. Once that is controlled, whomever catches the most and largest fish will be the ""better fisherman""",q4_b,,,0,,1,1,0,1,0,0
R_xDH834mR9bep3vX_q4_a,"Yes because there are multiple variables that are in this scenario. There is geographical features, feeding patterns, water current, and bait that can change up results.",q4_a,,,1,,1,1,0,1,0,1
R_xDH834mR9bep3vX_q3_b,The electronics computer would look through each tv for damage and if more that 5% are damage then they can choose to reject the order. If less than 5% are damaged then they will accept the order.,q3_b,,,2,,1,1,0,1,0,2
R_xDH834mR9bep3vX_q3_a,Statistical inference does not need to be used here because there is a set percentage and tv's that need to be tested. There are no variables here.,q3_a,,,2,,1,1,0,1,0,2
R_xDH834mR9bep3vX_q2_b,"First an individual would have each note played three times. If the student is able to recognize each note within the three times it is played, then he or she has a ""ear for music."" however this question is entirely subjective because there is no certain rule for having an ""ear for music""",q2_b,,,1,,1,1,0,1,0,1
R_xDH834mR9bep3vX_q2_a,"There should be statistical inference. You should use statistical inference because it allows one to look at data in order to understand if an individual has a ""good ear for music.""",q2_a,,,1,,1,1,0,1,0,1
R_x4OWIUY79zAV21z_q4_b,"The lengths of each fish should be added up and averaged for each fisherman. The one with the biggest fish wins. However, there are other variables. What if one brother catches MORE fish but they're smaller",q4_b,1,,,,1,1,0,1,0,1
R_x4OWIUY79zAV21z_q4_a,yes,q4_a,1,,,,1,1,0,1,0,1
R_x4OWIUY79zAV21z_q3_b,If more than 5% of the order is bad then they should ask for a refund,q3_b,2,,,,1,1,0,1,0,2
R_x4OWIUY79zAV21z_q3_a,Yes,q3_a,0,,,,1,1,0,1,0,0
R_x4OWIUY79zAV21z_q2_b,A control would have to be set up first. People who do not listen to music often would have to go through the test a score would have to be determined that is considered average. Then the students can be tested and their results can be compared.,q2_b,1,,,,1,1,0,1,0,1
R_x4OWIUY79zAV21z_q2_a,No because it there is not control to compare the results to therefore who is to say what it means to have a good ear for music.,q2_a,0,,,,1,1,0,1,0,0
R_wSjmzXe3sv5Ucwx_q4_b,I would measure each fish individually to come up with an average size for mark and an average size fish for dan. Then i would a t-test to determine if there was a significant difference in fish size between mark and dan to determine who was the better fisher. I could do this experiment using number of fish as my variable rather than size as well.,q4_b,2,,,,1,1,0,1,0,2
R_wSjmzXe3sv5Ucwx_q4_a,"No, there are too many variable that come into account. /",q4_a,0,,,,1,1,0,1,0,0
R_wSjmzXe3sv5Ucwx_q3_b,"I would have the engineer test 50 computers to determine what percent of the 50 display screens are bad. I would them use this percent to represent the data as a whole by multiplying it by 3 (because 50 x 3=150). If this new percent is higher than 5%, I would reject the entire bulk order. If it is less than 5% i would accept it.",q3_b,0,,,,1,1,0,1,0,0
R_wSjmzXe3sv5Ucwx_q3_a,"I think statistical inference can be used here, however I think a big enough sample size need to be used to represent the data as a whole.",q3_a,0,,,,1,1,0,1,0,0
R_wSjmzXe3sv5Ucwx_q2_b,"Firstly, I would establish what a ""good ear"" for music entails. For the sake of this experiment lets say 70% note accuracy is considered good. I would have the pianist play 100 randomly selected notes recording each one as he or she played. I would have Carla record what she thought each note was each time one is played. I would then take a ratio of how many she got right out of how many were played to come up with a percentage. I would then compare this to the percentage we originally established as ""good"" to determine if Carla has a good ear for music.",q2_b,1,,,,1,1,0,1,0,1
R_wSjmzXe3sv5Ucwx_q2_a,"Statical inference is normally used to form judgments about a population using a sampling of individuals, not just one person.  /  /",q2_a,0,,,,1,1,0,1,0,0
R_WpPjKxMcvBARhWV_q4_b,"The Data I would use from the fishing trip is length of fish from both brother, then whichever brother caught the bigger fish is the better walleye fisherman, because they had all of the same factors, advantages and disadvantages.",q4_b,0,,,,1,1,0,1,0,0
R_WpPjKxMcvBARhWV_q4_a,"statistical inference, doesn't need to be used if each brother is free to go anywhere on the lake has has similar equipment, Then it is a fair competition, and entirely up to skill on who will catch the bigger fish.",q4_a,0,,,,1,1,0,1,0,0
R_WpPjKxMcvBARhWV_q3_b," If the trained engineer checks each of the 150 screens to determine of they are good or bad, then you just need to see if at least 143 display screens are functioning, if they are accept the order, if not return it.",q3_b,2,,,,1,1,0,1,0,2
R_WpPjKxMcvBARhWV_q3_a,"statistical inference doesn't need to be used, if the trained engineer checks each of the 150 screens to determine of they are good or bad there is no reason for statistical inference. He will see if 5% are damaged and decide to return the shipment.",q3_a,2,,,,1,1,0,1,0,2
R_WpPjKxMcvBARhWV_q2_b,"Carla has a 1/7 chance to guess the right note. If I was testing to see if Carla had an ear for music, I would play a sequence of notes  I.E. A,C,B /  B,CC and only count it if she gets the three notes played in succession correctly, this would dramatically decrease Carla's chances for guessing.",q2_b,1,,,,1,1,0,1,0,1
R_WpPjKxMcvBARhWV_q2_a,"yes, statistical inference can be used to determine wither or not Carla has a ""good ear for music"". Carla has a 1/7 chance to guess the right note regardless of if she knows it or not.",q2_a,1,,,,1,1,0,1,0,1
R_W6vWelGTV8pUpON_q4_b,"A better way to determine who is a better fisherman is who catches more Walleye in the given timeframe. Size of the fish is pure luck, however the quantity would be more skill-based.",q4_b,0,,,,1,1,0,1,0,0
R_W6vWelGTV8pUpON_q4_a,Statistical inference should not be used to determine whether Mark or Dan is a better fisherman because the size of the fish they catch is pure luck.,q4_a,0,,,,1,1,0,1,0,0
R_W6vWelGTV8pUpON_q3_b,"If 8 or more of the screens are damaged, malfunctioning, etc. then the company should send the bulk order back and ask for a new one. Any amount of damaged screens is lost profit, therefore if they are allowed to send the damaged product back, they should.",q3_b,2,,,,1,1,0,1,0,2
R_W6vWelGTV8pUpON_q3_a,"No statistical inference should not be used in this scenario. The method of determining whether or not to accept the bulk order is simple. If more than 5% of the ordered screens are bad, they can send them back, therefore, if 8 or more screens are no good, they send them back.",q3_a,2,,,,1,1,0,1,0,2
R_W6vWelGTV8pUpON_q2_b,"To determine whether or not a student has a good ear for music you can use the method that the music teacher uses by asking a student to name the random note that is played. If the student could determine the note correctly 90 or more times out of 100, it can be safe to say they have a good ear for music.",q2_b,1,,,,1,1,0,1,0,1
R_W6vWelGTV8pUpON_q2_a,"Yes statistical inference should be used to determine whether or not Carla has a ""good ear for music."" Statistical inference should be used because people can simply guess a note correctly, when they do not really know what the note is. Statictical inference can be used to determine whether or not the student is guessing.",q2_a,1,,,,1,1,0,1,0,1
R_vxm2jFWIlpYF1M5_q4_a,You should simple statistical interference. The sample falls only in two categories (Mark's fish & Dan's fish) and you can therefore look at means.,q4_a,2,,,,1,1,0,1,0,2
R_vxm2jFWIlpYF1M5_q3_b,"- Look at how many bad screens there are in a batch. / - Create a one sided t test. / - If the bad screens are significally more than 5, reject the order.",q3_b,0,,,,1,1,0,1,0,0
R_vxm2jFWIlpYF1M5_q3_a,"You should use statistical interference in this scenario. When using so, you can identify whether the number of bad screens are statiscially signifcant.",q3_a,0,,,,1,1,0,1,0,0
R_vxm2jFWIlpYF1M5_q2_b,"- Create a sample of 50 stuents. / - Let them all listen to 30 times a note is played. / - If they identify 2/3 ore more (20 or more) notes right, they have a good ear for music.",q2_b,1,,,,1,1,0,1,0,1
R_vxm2jFWIlpYF1M5_q2_a,You should not use statistical interefence because there is no clear set point between when someone has a 'good ear for music or not.,q2_a,1,,,,1,1,0,1,0,1
R_VUQytJSA5YE3urn_q4_b,I could probably determine who is better by looking at the techniques they use and then look at the length of each fish they catch to determine who is better.,q4_b,0,,,,1,1,0,1,0,0
R_VUQytJSA5YE3urn_q4_a,No. This should not be used because fishing isnt necesarilly based on the equipment but the knowledge of fishing. If Mark and Dan both have little knowledge about fishing than you cannot really determine who the better fisher is.,q4_a,0,,,,1,1,0,1,0,0
R_VUQytJSA5YE3urn_q3_b,I would decide by choosing random parts out of the bulk and performing a one sample inference test with the information given. That way it would be possible to prove the chances of the bulk being a good or bad bulk.,q3_b,0,,,,1,1,0,1,0,0
R_VUQytJSA5YE3urn_q3_a,Yes. You should use statistical inference because you can determine the chances of a part being bad out of the bulk.,q3_a,0,,,,1,1,0,1,0,0
R_VUQytJSA5YE3urn_q2_b,"You can determine if a student has a good ear for music by their musical background. If a student has little to no musical background, it would be a lot harder for them to identify a note than that of a person who has a musical background.",q2_b,0,,,,1,1,0,1,0,0
R_VUQytJSA5YE3urn_q2_a,"No,  it should not be used to determined if she has a good ear for music. Someone's ability to hear a note should not be measured by statistical inference but rather the persons musical IQ.",q2_a,0,,,,1,1,0,1,0,0
R_VL5hB4RMofo5wGt_q4_b,I would make sure both of them have the same equipment and put them at different locations and then see who catches the the biggest fishes,q4_b,0,,,,1,1,0,1,0,0
R_VL5hB4RMofo5wGt_q4_a,It should not be used because there are too many variables to this experiment,q4_a,0,,,,1,1,0,1,0,0
R_VL5hB4RMofo5wGt_q3_b,"I would pick a certain rating that is the minimum rating. So, have the trained engineer check out every screen and rate the screen. If the screen rating falls beneath the minimum rating, its not a good screen. See how many screens got bad ratings and decide from there if its worth keeping the screens or returning them.",q3_b,1,,,,1,1,0,1,0,1
R_VL5hB4RMofo5wGt_q3_a,You should use statistical inference because it'll give you a accurate idea of whether or not the display screens are worth the money or not.,q3_a,0,,,,1,1,0,1,0,0
R_VL5hB4RMofo5wGt_q2_b,"I would have a student sit with a blindfold, or something to cover their eyes. I would then have them wear headphones and listen to different notes. I would have them try to identify what note is currently playing.",q2_b,0,,,,1,1,0,1,0,0
R_VL5hB4RMofo5wGt_q2_a,"I think you should use a statistical inference in this scenario because since Carla can only use her hears to figure out the notes, i think it really tests if she has a good ear for music.",q2_a,1,,,,1,1,0,1,0,1
R_VJOifG1bgDp7Tmp_q4_b,"To determine which brother is the better fisherman, I would find the average length of all of the fish caught by each brother, and see which is larger. The brother whose average is higher would be considered the better fisherman.",q4_b,1,,,,1,1,0,1,0,1
R_VJOifG1bgDp7Tmp_q4_a,"Yes, statistical inference should be used because the brother who catches larger fish likely has a greater knowledge of how to catch the fish than the other.",q4_a,1,,,,1,1,0,1,0,1
R_VJOifG1bgDp7Tmp_q3_b,The company needs to simply calculate the percent of the screens that are broken compared to those that are not and see if it is greater than 5%.,q3_b,2,,,,1,1,0,1,0,2
R_VJOifG1bgDp7Tmp_q3_a,No. The results of whether one screen will work have no effect on whether another will work or not work. statistical inference is not necessary because the chances of one screen being broken have no effect on whether another will be broken.,q3_a,1,,,,1,1,0,1,0,1
R_VJOifG1bgDp7Tmp_q2_b,"To decide if the student has a good ear for music, I would play at least 50 different notes on the piano to see if Carla could identify the notes without seeing what is being played.",q2_b,1,,,,1,1,0,1,0,1
R_VJOifG1bgDp7Tmp_q2_a,"No. This is not a test that can be applied to more than one individual, the results of the test only apply to Carla.",q2_a,0,,,,1,1,0,1,0,0
R_vHwsiAfBDyXzePn_q3_b,by testing which is the best option,q3_b,0,,,,1,1,0,1,0,0
R_vHwsiAfBDyXzePn_q3_a,i do not know,q3_a,0,,,,1,1,0,1,0,0
R_vcydKuPQG52yR69_q4_b,1. Find the average length of fish from each person. / 2. Conclude,q4_b,,,1,,1,1,0,1,0,1
R_vcydKuPQG52yR69_q4_a,"No, statistical inference should not be used. The samples are being taken from two different locations and cannot be compared.",q4_a,,,0,,1,1,0,1,0,0
R_vcydKuPQG52yR69_q3_b,1. State the problem. / 2. Plan the solution.  / 3. Solve the problem. Find the probability that a screen will be bad or good.  / 4. Conclude,q3_b,,,0,,1,1,0,1,0,0
R_vcydKuPQG52yR69_q3_a,"Yes, statistical inference can be used in this situation. The information can be measured objectively.",q3_a,,,0,,1,1,0,1,0,0
R_vcydKuPQG52yR69_q2_b,"1. Set a proportion that would equal a ""good ear for music"" to form an objective for comparison.  / 2. Take a sample size of tests to see how frequently Carla picks the note out correctly.  / 3. Conclude based on the proportion.",q2_b,,,1,,1,1,0,1,0,1
R_vcydKuPQG52yR69_q2_a,"You should not use statistical inference between a ""good ear for music"" is a subjective concept and could vary from person to person. It is not an objective concept that you can determine.",q2_a,,,1,,1,1,0,1,0,1
R_V4OIK9DsSqhGWXf_q4_b,"By comparing the recorded data for both Mark and Dan, one could determine who is a better fisherman through a confidence interval test, and identify (for example) the true parameters for each fisherman's success.",q4_b,1,,,,1,1,0,1,0,1
R_V4OIK9DsSqhGWXf_q4_a,"Yes, because they are two independent events.",q4_a,1,,,,1,1,0,1,0,1
R_V4OIK9DsSqhGWXf_q3_b,"Data collected by the trained engineer could be re-collected by an external engineer to confirm the findings are correct. Then, if the percentage exceeds 5% of defective product, the order will be rejected.",q3_b,2,,,,1,1,0,1,0,2
R_V4OIK9DsSqhGWXf_q3_a,"Yes, because each production is independent of another.",q3_a,0,,,,1,1,0,1,0,0
R_V4OIK9DsSqhGWXf_q2_b,"To assess her comprehension of sound, one could present the findings in the form of probabilities *(eg. 4 out of 5 correctly identified). Other factors could be assessed for their roles, both categorical (eg. male or female) or quantitative (eg. number correctly identified).",q2_b,1,,,,1,1,0,1,0,1
R_V4OIK9DsSqhGWXf_q2_a,"While ""good"" is a subjective term and would need to be objectively defined, this could be statistically analyzed. Statistical inference would be beneficial in identifying the correlations between variables and response.",q2_a,1,,,,1,1,0,1,0,1
R_V2yEhmybsvz6A0h_q4_b,If one consistantly cought the greater number of fish he would be the better fisherman.,q4_b,0,,,,1,1,0,1,0,0
R_V2yEhmybsvz6A0h_q4_a,"Yes. One could comapre who caught the most by gathering data on weight, length, amount, etc.",q4_a,1,,,,1,1,0,1,0,1
R_V2yEhmybsvz6A0h_q3_b,"If more then 5% of the screens are broken, the company should reject them.",q3_b,2,,,,1,1,0,1,0,2
R_V2yEhmybsvz6A0h_q3_a,"No, because all you need to do is determine if more than 5% of the screens are bad and if they are then one should reject the order",q3_a,2,,,,1,1,0,1,0,2
R_V2yEhmybsvz6A0h_q2_b,"The student would have a good ear of music if she can consistantly identify the correct note played, and if she can identify most, if not all, of the notes played at random.",q2_b,1,,,,1,1,0,1,0,1
R_V2yEhmybsvz6A0h_q2_a,"Yes, statistical inference should be used because one could determine what specific notes Clara can identify the best and which ones she can identify at all.",q2_a,1,,,,1,1,0,1,0,1
R_V2u9uu0Gv8sg1pL_q4_b,"I would employ summary statistics to find the mean and standard deviations of the lengths of both Dan and Mark's fish.  After finding each of the summary statistic numbers for Dan and Mark, we could compare the catches of each.  He with the largest average and smallest standard deviation would exhibit the greatest ability to catch a consistent amount of large walleye.",q4_b,,1,,,1,1,0,1,0,1
R_V2u9uu0Gv8sg1pL_q4_a,"If they are fishing in environments considered to be equal for all methods of comparison you could employ statistical interference to determine who of the two, is a better fisherman.",q4_a,,1,,,1,1,0,1,0,1
R_V2u9uu0Gv8sg1pL_q3_b,I would create percentages of the data gathered by the engineer to show the relationship of functioning to bad screens.  Then with that information based upon the cost and if over 5% a decision could be made on whether or not to send the screens back or to keep the entire shipment.,q3_b,,2,,,1,1,0,1,0,2
R_V2u9uu0Gv8sg1pL_q3_a,"Yes I believe statistical interference should be employed, since these screens must be paid for whether functioning or not there is a great potential for unnecessary loss of profits from a business standpoint.",q3_a,,0,,,1,1,0,1,0,0
R_V2u9uu0Gv8sg1pL_q2_b,I would simply play each of the notes in an order that does not follow any specific sequence or scale so the student would have no pre-conceived idea of what note is coming next.  Then I would see if s/he could identify all of the notes.  I would expect Carla or the test subject to be able to correctly identify 100% of the notes !00% of the time.,q2_b,,1,,,1,1,0,1,0,1
R_V2u9uu0Gv8sg1pL_q2_a,I believe that in this scenario statistical interference is not necessary.  I have a background in music and many friends who do as well.   I believe that the majority of musical students will be able to accurately identify every note correctly 100% of the time.  It is crucial to being a good musician to be able to distinguish notes by ear.,q2_a,,0,,,1,1,0,1,0,0
R_uzftnohuwiHh0KR_q4_b,I would see how many fish each of them caught. Whoever caught the most fish could be considered the luckiest.,q4_b,0,,,,1,1,0,1,0,0
R_uzftnohuwiHh0KR_q4_a,Fishing and skill are completely uncorrelated. This problem should not use any statistical inferences.,q4_a,0,,,,1,1,0,1,0,0
R_uzftnohuwiHh0KR_q3_b,Set your number of broken screens to X. Then just plug that into this equality.  / X<(150 * 0.05) / If X is greater than that number they would ask for a refund.,q3_b,2,,,,1,1,0,1,0,2
R_uzftnohuwiHh0KR_q3_a,"Yes, numerical values would provide an accurate statistic.",q3_a,0,,,,1,1,0,1,0,0
R_uzftnohuwiHh0KR_q2_b,I would separate those who could pick out the notes and those who couldn't. I would test the time it took for them to notice the notes.,q2_b,0,,,,1,1,0,1,0,0
R_uzftnohuwiHh0KR_q2_a,"No, there are no numerical values which could be applied to a ""Good ear for music"". /",q2_a,0,,,,1,1,0,1,0,0
R_UYMBRZtOPqef7WN_q4_b,"I would not be able to conclude from one trip. I would give the fisherman a week a year to fish, then determine at the end of the year which fisherman is better.",q4_b,,,0,,1,1,0,1,0,0
R_UYMBRZtOPqef7WN_q4_a,"No, there should be more of a spread, not just one trip. One trip can not determine whether one is better than the other. Maybe for that trip, yes, but not overall. Because of seasonal factors and certain spots might be hot at different times of the year.",q4_a,,,0,,1,1,0,1,0,0
R_UYMBRZtOPqef7WN_q3_b,"I would use a similar method, 5% of the screens being bad is too much.",q3_b,,,0,,1,1,0,1,0,0
R_UYMBRZtOPqef7WN_q3_a,"Yes, 5% of the screens are monitors, that's a lot of bad screens statistically speaking.",q3_a,,,0,,1,1,0,1,0,0
R_UYMBRZtOPqef7WN_q2_b,"do a series of notes, like 5 notes in a row. which makes the odds of guessing correct a lot lower",q2_b,,,1,,1,1,0,1,0,1
R_UYMBRZtOPqef7WN_q2_a,"The student has a one out seven chance to answer correct, and if the student can narrow it down to a lower pitch or a higher pitch, their odds get even higher. This should not be used because guessing gives them a solid chance to be correct.",q2_a,,,0,,1,1,0,1,0,0
R_UXasVQCsy5ls4k9_q4_b,You can set up a hypothesis and then solve for P,q4_b,,,1,,1,1,0,1,0,1
R_UXasVQCsy5ls4k9_q4_a,Yes it should,q4_a,,,1,,1,1,0,1,0,1
R_UXasVQCsy5ls4k9_q3_b,You would make it into a hypothesis and then solve for P,q3_b,,,0,,1,1,0,1,0,0
R_UXasVQCsy5ls4k9_q3_a,Yes it should.,q3_a,,,0,,1,1,0,1,0,0
R_UXasVQCsy5ls4k9_q2_b,Im really not sure,q2_b,,,0,,1,1,0,1,0,0
R_UXasVQCsy5ls4k9_q2_a,You should be cause its a stats problem /,q2_a,,,1,,1,1,0,1,0,1
R_UVIaq5K4vSYmWSR_q4_b,"Since the controls are quite reliable, I would see how many fish of certain lengths are caught by Mark and Dan, which would be put on a graph.",q4_b,,,0,,1,1,0,1,0,0
R_UVIaq5K4vSYmWSR_q4_a,"Yes, since there is control (each get the same amount of time, each get their own boat, each have similar equipment). This sample two week trip would be a pretty good indicator of their true fishing talents therefore you can compare and see who is truly better from the data.",q4_a,,,1,,1,1,0,1,0,1
R_UVIaq5K4vSYmWSR_q3_b,"You would see if 5% of the 150 display screens are bad. If 142 are good, but 8 are bad, then you can call the company and get the refund.",q3_b,,,0,,1,1,0,1,0,0
R_UVIaq5K4vSYmWSR_q3_a,I would say no because one time the company gets an order isn't really a representation of all the orders the company will get.,q3_a,,,1,,1,1,0,1,0,1
R_UVIaq5K4vSYmWSR_q2_b,"I would need a large sample size of students the same age as carla. I would see how many notes they got right, and I would do this 3 times with each of the 7 notes. Then to see if Carla has a good ear for music I would compare the sample mean to her average and if it was below, then she doesn't have a good ear for music and if it was above the average, I would say she does have a good ear for music.",q2_b,,,1,,1,1,0,1,0,1
R_UVIaq5K4vSYmWSR_q2_a,Shouldn't because theres so many other factors that could play into why she got the note right,q2_a,,,0,,1,1,0,1,0,0
R_UuoIv3BPl6zZkaZ_q4_a,No,q4_a,0,,,,1,1,0,1,0,0
R_UuoIv3BPl6zZkaZ_q3_a,Sure,q3_a,0,,,,1,1,0,1,0,0
R_UuoIv3BPl6zZkaZ_q2_a,No,q2_a,0,,,,1,1,0,1,0,0
R_urjmK5TjfuCTd3H_q4_b,I would take the recorded data for Mark add them all together and divide by the number of fish caught in order to find the mean. I would then do the same for the data set presented by Dan. I would then compare the two sets of data to determine who caught the largest Walleye.,q4_b,1,,,,1,1,0,1,0,1
R_urjmK5TjfuCTd3H_q4_a,"Yes, data is being kept and statistical inference is needed to conclude who catches the large Walleye.",q4_a,1,,,,1,1,0,1,0,1
R_urjmK5TjfuCTd3H_q3_b,I would check each of the 150 screens and record weather or not the screens were bad. After inquiring this data I would then make a use a test statistic to determine how many had to be good in order to keep the order.,q3_b,1,,,,1,1,0,1,0,1
R_urjmK5TjfuCTd3H_q3_a,Yes he can use statistical inference to decide he should or should not except the order. He can record his numbers and average out a percent to determine if the order should or should not be kept.,q3_a,0,,,,1,1,0,1,0,0
R_urjmK5TjfuCTd3H_q2_b,"Using this method of note identification, I would repeat this note identification process 28 times playing each note three times giving Carla three chances per note to get the correct answer. I would then take the total number she got correct and divide by 28 (since I gave her 28 chances). This would give me a numerical value to which I could then decide if she has a ""good ear for music"".  If she got above 75 percent correct I would say she had a good ear for music.",q2_b,1,,,,1,1,0,1,0,1
R_urjmK5TjfuCTd3H_q2_a,"No, there is no reason to use statistical inference to determine if Carla has a ""good ear for music"". This is a test that uses your ability to listen for the right note.",q2_a,0,,,,1,1,0,1,0,0
R_ulGUZ56L3TUsujL_q4_b,All they want to do is find out which one catches the larger Walleye on average. So all they have to do is average the lengths of all the Walleye they caught and compare.,q4_b,1,,,,1,1,0,1,0,1
R_ulGUZ56L3TUsujL_q4_a,"No, too much work.",q4_a,0,,,,1,1,0,1,0,0
R_ulGUZ56L3TUsujL_q3_b,"In order for the engineer to reject the shipment, he would have to show that the money saved by keeping the order, is not more than the money cost by rejecting the order and getting the same amount of monitors. Risk is involved that other monitors will come in and not work. Also, it will take time for the new monitors to arrive.",q3_b,0,,,,1,1,0,1,0,0
R_ulGUZ56L3TUsujL_q3_a,"Yes, statistical inference can be used to decide which option is more cost efficient.",q3_a,0,,,,1,1,0,1,0,0
R_ulGUZ56L3TUsujL_q2_b,"You would want to see how often the student guessed the correct note. If you had time on your hands, you could also identify if there are any notes that she struggles guessing. I would say she has a good ear for music if she can correctly identify the note 9 times out of 10.",q2_b,1,,,,1,1,0,1,0,1
R_ulGUZ56L3TUsujL_q2_a,"No, statistical inference is used for populations, Carla does not represent a population.",q2_a,0,,,,1,1,0,1,0,0
R_UDPWjp4G8oVTt85_q4_b,using a different type of test,q4_b,0,,,,1,1,0,1,0,0
R_UDPWjp4G8oVTt85_q4_a,no because it is all catequorical data,q4_a,0,,,,1,1,0,1,0,0
R_UDPWjp4G8oVTt85_q3_b,rejected bc it does not meet all the assumptions and condtions,q3_b,0,,,,1,1,0,1,0,0
R_UDPWjp4G8oVTt85_q3_a,no because it does not meet all the assumption and condtions of being greater than 10,q3_a,0,,,,1,1,0,1,0,0
R_UDPWjp4G8oVTt85_q2_b,using hypothesis testing,q2_b,1,,,,1,1,0,1,0,1
R_UDPWjp4G8oVTt85_q2_a,yes bc this could accurately determine whether Carla has a good ear for music,q2_a,1,,,,1,1,0,1,0,1
R_UbEeDp1DbctA37j_q4_b,-State the assumptions (either ztest or ttest) / -define the parameter being estimated / -state a null hypothesis / -state an alternative hypothesis / -carry out ztest/ttest on your calculator by hitting STAT/TEST/1 or 2 / -Interpret p value in context and compare the p value to the significance level and state final conclusion in words,q4_b,1,,,,1,1,0,1,0,1
R_UbEeDp1DbctA37j_q4_a,The inference should not be used in this scenario. There are no numbers that represent and statistical information in order to conduct an inference test.,q4_a,0,,,,1,1,0,1,0,0
R_UbEeDp1DbctA37j_q3_b,-State the assumptions (either ztest or ttest) / -define the parameter being estimated / -state a null hypothesis / -state an alternative hypothesis / -carry out ztest/ttest on your calculator by hitting STAT/TEST/1 or 2 / -Interpret p value in context and compare the p value to the significance level and state final conclusion in words,q3_b,0,,,,1,1,0,1,0,0
R_UbEeDp1DbctA37j_q3_a,"Yes, because there is a confidence level given. There is also a n.",q3_a,0,,,,1,1,0,1,0,0
R_UbEeDp1DbctA37j_q2_b,-State the assumptions (either ztest or ttest) / -define the parameter being estimated / -state a null hypothesis / -state an alternative hypothesis / -carry out ztest/ttest on your calculator by hitting STAT/TEST/1 or 2 / -Interpret p value in context and compare the p value to the significance level and state final conclusion in words,q2_b,1,,,,1,1,0,1,0,1
R_UbEeDp1DbctA37j_q2_a,Yes it is because you are given the sample information and with that you can conduct the one-sample inference test.,q2_a,1,,,,1,1,0,1,0,1
R_UARpgDq07aWo1od_q4_b,Yes,q4_b,,,0,,1,1,0,1,0,0
R_UARpgDq07aWo1od_q4_a,No,q4_a,,,0,,1,1,0,1,0,0
R_UARpgDq07aWo1od_q3_b,No,q3_b,,,0,,1,1,0,1,0,0
R_UARpgDq07aWo1od_q3_a,No,q3_a,,,1,,1,1,0,1,0,1
R_UARpgDq07aWo1od_q2_b,in fact it is true /,q2_b,,,0,,1,1,0,1,0,0
R_UARpgDq07aWo1od_q2_a,no,q2_a,,,0,,1,1,0,1,0,0
R_uamS6ppWx4cl5yp_q4_b,The data from the fishing trip with larger numbers will determine which one of the brothers is a better fisherman.,q4_b,,,0,,1,1,0,1,0,0
R_uamS6ppWx4cl5yp_q4_a,"Yes, maybe by the amount of fish he caught as well as the length of fish caught, that would be easier to determine who is the better fisher.",q4_a,,,1,,1,1,0,1,0,1
R_uamS6ppWx4cl5yp_q3_b,You would decide whether to accept it or reject it by whether are not less than 5% of the electronics were bad or not. You would find this out by diving the number of bad from the total amount of electronics.,q3_b,,,2,,1,1,0,1,0,2
R_uamS6ppWx4cl5yp_q3_a,"No, because you only have to calculate two numbers together to figure out if they are refundable or not.",q3_a,,,1,,1,1,0,1,0,1
R_uamS6ppWx4cl5yp_q2_b,You would be able to determine whether she has a good ear for music or not by using the probability formula.,q2_b,,,0,,1,1,0,1,0,0
R_uamS6ppWx4cl5yp_q2_a,"Yes, because it would have to do with the probability of Carla picking out one of the seven notes that could possibly be played.",q2_a,,,2,,1,1,0,1,0,2
